player,team,goals_for,goals_against,minutes_played,minutes_benched,team_goals_for,team_goals_against,team_goals,ag_team_goals,90m_player_goals,ag_90m_player_goals,90m_team_goals,ag_90m_team_goals
b'Facundo Cobos',GCM,1.0,0.0,95.0,1883.0,29.0,21.0,28.0,21.0,0.9473684210526315,0.0,1.338289962825279,1.003717472118959
b'Rafael Silva',Figueirense,1.0,3.0,30.0,171.0,5.0,5.0,4.0,2.0,3.0,9.0,2.1052631578947367,1.0526315789473684
b'Par?',Figueirense,6.0,2.0,126.0,75.0,5.0,5.0,-1.0,3.0,4.285714285714286,1.4285714285714286,-1.2,3.6
b'Fabricio Formiliano',NOB,10.0,12.0,563.0,1316.0,22.0,23.0,12.0,11.0,1.5985790408525755,1.9182948490230907,0.8206686930091185,0.7522796352583586
b'F?lix Noguera',JUN,2.0,1.0,68.0,404.0,8.0,3.0,6.0,2.0,2.6470588235294117,1.3235294117647058,1.3366336633663367,0.44554455445544555
b'Mauricio Montes Sanguinetti',CVL,0.0,1.0,80.0,15.0,0.0,1.0,0.0,0.0,0.0,1.125,0.0,0.0
b'Cristian Llama',ALDO,14.0,22.0,936.0,960.0,20.0,32.0,6.0,10.0,1.3461538461538463,2.1153846153846154,0.5625,0.9375
b'H?ctor Salazar',DMU,0.0,1.0,92.0,92.0,0.0,6.0,0.0,5.0,0.0,0.9782608695652174,0.0,4.891304347826087
b'Pablo Gonz?lez',River Plate,1.0,7.0,188.0,470.0,6.0,14.0,5.0,7.0,0.4787234042553192,3.351063829787234,0.9574468085106383,1.3404255319148937
b'Wilker ?ngel',Dep Táchira,7.0,13.0,705.0,46.0,7.0,13.0,0.0,0.0,0.8936170212765957,1.6595744680851063,0.0,0.0
b'Julio C?sar C?ceres',Guaraní,2.0,1.0,96.0,0.0,2.0,1.0,0.0,0.0,1.875,0.9375,0.0,0.0
b'Patricio Rubio',U. de Chile,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'Pablo Camacho',Dep Táchira,4.0,7.0,356.0,395.0,7.0,13.0,3.0,6.0,1.0112359550561798,1.7696629213483146,0.6835443037974683,1.3670886075949367
b'Diego Viera',GCM,29.0,21.0,1978.0,0.0,29.0,21.0,0.0,0.0,1.319514661274014,0.9555106167846309,0.0,0.0
b'Hernan Galindez',U. Católica,1.0,1.0,131.0,57.0,1.0,2.0,0.0,1.0,0.6870229007633588,0.6870229007633588,0.0,1.5789473684210527
b'Pablo Alvarez',ROS,27.0,18.0,1584.0,1261.0,38.0,29.0,11.0,11.0,1.5340909090909092,1.0227272727272727,0.7850911974623315,0.7850911974623315
b'Daxon Soares da Silva',Cuiaba,2.0,3.0,137.0,50.0,2.0,3.0,0.0,0.0,1.313868613138686,1.9708029197080292,0.0,0.0
b'Jean',PAL,11.0,7.0,439.0,131.0,11.0,8.0,0.0,1.0,2.255125284738041,1.4350797266514805,0.0,0.6870229007633588
b'Dami?n Batallini',ARGJ,9.0,15.0,845.0,658.0,11.0,26.0,2.0,11.0,0.9585798816568047,1.5976331360946745,0.2735562310030395,1.5045592705167172
b'Teodoro Paredes',RAF,2.0,0.0,138.0,1654.0,16.0,32.0,14.0,32.0,1.3043478260869565,0.0,0.7617896009673518,1.7412333736396615
b'Fernando Gim?nez',Emelec,16.0,16.0,737.0,208.0,18.0,19.0,2.0,3.0,1.9538670284938942,1.9538670284938942,0.8653846153846154,1.2980769230769231
b'Enrique Serje',JUN,0.0,0.0,96.0,376.0,8.0,3.0,8.0,3.0,0.0,0.0,1.9148936170212767,0.7180851063829787
b'Antonio Meza Cuadra',SHO,2.0,1.0,133.0,246.0,3.0,4.0,1.0,3.0,1.3533834586466165,0.6766917293233082,0.36585365853658536,1.0975609756097562
b'Santiago Izaguirre',TIG,1.0,4.0,122.0,1763.0,23.0,23.0,22.0,19.0,0.7377049180327869,2.9508196721311477,1.1230856494611459,0.9699376063528077
b'Carlos Matheu',BAN,22.0,29.0,1976.0,94.0,22.0,29.0,0.0,0.0,1.0020242914979758,1.3208502024291497,0.0,0.0
b'Facundo Silva',GCM,18.0,12.0,1127.0,851.0,29.0,21.0,11.0,9.0,1.4374445430346052,0.9582963620230701,1.163337250293772,0.9518213866039953
b'Lucas Janson',TIG,22.0,20.0,1518.0,367.0,23.0,23.0,1.0,3.0,1.3043478260869565,1.1857707509881423,0.2452316076294278,0.7356948228882834
b'Marcos Angeleri',SL,32.0,24.0,1964.0,863.0,41.0,34.0,9.0,10.0,1.4663951120162932,1.0997963340122199,0.9385863267670915,1.0428736964078795
b'Emanuel Gularte',Wanderers,0.0,0.0,11.0,461.0,2.0,0.0,2.0,0.0,0.0,0.0,0.39045553145336226,0.0
b'Nelson Acevedo',USF,24.0,18.0,1442.0,442.0,26.0,23.0,2.0,5.0,1.4979195561719834,1.1234396671289875,0.4072398190045249,1.0180995475113122
b'Argenis G?mez',Deportivo La,1.0,0.0,13.0,649.0,8.0,9.0,7.0,9.0,6.923076923076923,0.0,0.9707241910631741,1.2480739599383668
b'Mario Saldivar',Luqueño,1.0,4.0,282.0,94.0,3.0,4.0,2.0,0.0,0.3191489361702128,1.2765957446808511,1.9148936170212767,0.0
b'Alejandro Gagliardi',CAP,1.0,3.0,182.0,1715.0,20.0,28.0,19.0,25.0,0.4945054945054945,1.4835164835164836,0.9970845481049563,1.3119533527696794
b'Thiago Bueno',PAL,9.0,5.0,352.0,218.0,11.0,8.0,2.0,3.0,2.3011363636363638,1.2784090909090908,0.8256880733944955,1.238532110091743
b'Nicol?s Bertocchi',CAP,10.0,11.0,733.0,1164.0,20.0,28.0,10.0,17.0,1.2278308321964528,1.3506139154160983,0.7731958762886598,1.3144329896907216
b'Byron Castillo',Aucas,2.0,2.0,187.0,0.0,2.0,2.0,0.0,0.0,0.9625668449197861,0.9625668449197861,0.0,0.0
b'Leandro',Coritiba FBC,1.0,2.0,81.0,201.0,3.0,4.0,2.0,2.0,1.1111111111111112,2.2222222222222223,0.8955223880597015,0.8955223880597015
b'Gustavo Villarruel',SMSJ,11.0,10.0,527.0,1284.0,25.0,25.0,14.0,15.0,1.8785578747628084,1.7077798861480076,0.9813084112149533,1.0514018691588785
b'Fernando Mina',SFE,9.0,4.0,624.0,130.0,11.0,4.0,2.0,0.0,1.2980769230769231,0.5769230769230769,1.3846153846153846,0.0
b'Rafael Victoriano Barrios',IND,5.0,0.0,184.0,1974.0,30.0,14.0,25.0,14.0,2.4456521739130435,0.0,1.1398176291793314,0.6382978723404256
b'Fidel Mart?nez',UNAM,10.0,7.0,433.0,507.0,22.0,12.0,12.0,5.0,2.0785219399538106,1.4549653579676673,2.1301775147928996,0.8875739644970414
b'Brayan Angulo',Emelec,5.0,7.0,183.0,762.0,18.0,19.0,13.0,12.0,2.459016393442623,3.442622950819672,1.5354330708661417,1.4173228346456692
b'Jaime Carre?o Le-Chong',U Católica,1.0,1.0,54.0,135.0,2.0,4.0,1.0,3.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.0
b'Roger Carvalho',PAL,2.0,2.0,94.0,476.0,11.0,8.0,9.0,6.0,1.9148936170212767,1.9148936170212767,1.7016806722689075,1.134453781512605
b'Masakatsu Sawa',DMU,0.0,4.0,96.0,88.0,0.0,6.0,0.0,2.0,0.0,3.75,0.0,2.0454545454545454
b'Eric Remedi',BAN,8.0,9.0,750.0,1320.0,22.0,29.0,14.0,20.0,0.96,1.08,0.9545454545454546,1.3636363636363635
b'Cristian Bernardi',COL,3.0,0.0,278.0,1508.0,24.0,31.0,21.0,31.0,0.9712230215827338,0.0,1.253315649867374,1.8501326259946949
b'Marco Rub?n',ROS,30.0,22.0,1953.0,892.0,38.0,29.0,8.0,7.0,1.3824884792626728,1.0138248847926268,0.8071748878923767,0.7062780269058296
b'Joaqu?n Torres',NOB,0.0,1.0,22.0,1857.0,22.0,23.0,22.0,22.0,0.0,4.090909090909091,1.0662358642972536,1.0662358642972536
b'Dario Flores',River Plate,6.0,14.0,658.0,0.0,6.0,14.0,0.0,0.0,0.8206686930091185,1.9148936170212767,0.0,0.0
b'?lex L?pez',Cobresal,2.0,15.0,439.0,31.0,2.0,15.0,0.0,0.0,0.41002277904328016,3.075170842824601,0.0,0.0
b'Jacson Pita Mina',Independient,3.0,2.0,90.0,1327.0,19.0,14.0,16.0,12.0,3.0,2.0,1.0851544837980407,0.8138658628485306
b'Marcelo Alatorre',UNAM,17.0,8.0,631.0,309.0,22.0,12.0,5.0,4.0,2.4247226624405704,1.1410459587955626,1.4563106796116505,1.1650485436893203
b'Alfredo Ariel Aguilar',Guaraní,2.0,1.0,96.0,0.0,2.0,1.0,0.0,0.0,1.875,0.9375,0.0,0.0
b'Ezequiel Parnisari',OBB,10.0,18.0,1338.0,549.0,14.0,21.0,4.0,3.0,0.672645739910314,1.210762331838565,0.6557377049180327,0.4918032786885246
b'Eduardo Herrera',Deportivo La,1.0,3.0,95.0,567.0,8.0,9.0,7.0,6.0,0.9473684210526315,2.8421052631578947,1.1111111111111112,0.9523809523809523
b'Juan Fernando Garro',GCM,7.0,4.0,305.0,1673.0,29.0,21.0,22.0,17.0,2.0655737704918034,1.180327868852459,1.1835026897788403,0.9145248057381948
b'Ariel N??ez',Olimpia,4.0,7.0,181.0,382.0,12.0,12.0,8.0,5.0,1.988950276243094,3.4806629834254146,1.8848167539267016,1.1780104712041886
b'Juan Lucero',IND,1.0,0.0,75.0,2083.0,30.0,14.0,29.0,14.0,1.2,0.0,1.2530004800768122,0.6048967834853577
b'Nicol?s Lodeiro',CABJ,26.0,14.0,1282.0,1718.0,42.0,29.0,16.0,15.0,1.825273010920437,0.982839313572543,0.8381839348079162,0.7857974388824214
b'Danilo Carando',USF,0.0,0.0,17.0,1867.0,26.0,23.0,26.0,23.0,0.0,0.0,1.253347616497054,1.108730583824317
b'Carlos Mu?oz',TDC,1.0,3.0,309.0,69.0,1.0,3.0,0.0,0.0,0.2912621359223301,0.8737864077669902,0.0,0.0
b'Luis Unsain',NOB,7.0,8.0,375.0,1504.0,22.0,23.0,15.0,15.0,1.68,1.92,0.8976063829787234,0.8976063829787234
b'Luis Maldonado',Strongest,6.0,11.0,571.0,0.0,6.0,11.0,0.0,0.0,0.9457092819614711,1.733800350262697,0.0,0.0
b'David Meza',Cerro Porteñ,1.0,0.0,92.0,1040.0,17.0,13.0,16.0,13.0,0.9782608695652174,0.0,1.3846153846153846,1.125
b'Federico Mancinelli',HUR,26.0,25.0,2210.0,537.0,33.0,31.0,7.0,6.0,1.0588235294117647,1.0180995475113122,1.1731843575418994,1.005586592178771
b'Jefferson Orejuela',Independient,19.0,14.0,1412.0,5.0,19.0,14.0,0.0,0.0,1.2110481586402266,0.8923512747875354,0.0,0.0
b'Clemente Rodr?guez',COL,15.0,21.0,945.0,841.0,24.0,31.0,9.0,10.0,1.4285714285714286,2.0,0.9631391200951248,1.070154577883472
b'Durval',Sport,0.0,1.0,86.0,103.0,0.0,1.0,0.0,0.0,0.0,1.0465116279069768,0.0,0.0
b'Cord Cleque',SHO,2.0,3.0,283.0,96.0,3.0,4.0,1.0,1.0,0.6360424028268551,0.9540636042402827,0.9375,0.9375
b'Michael Santos',River Plate,6.0,11.0,559.0,99.0,6.0,14.0,0.0,3.0,0.9660107334525939,1.7710196779964222,0.0,2.727272727272727
b'Diego Polenta',Nacional,8.0,9.0,848.0,96.0,10.0,10.0,2.0,1.0,0.8490566037735849,0.9551886792452831,1.875,0.9375
b'Santiago Stelcaldo',VEL,5.0,8.0,344.0,1542.0,22.0,26.0,17.0,18.0,1.308139534883721,2.0930232558139537,0.9922178988326849,1.0505836575875487
b'Mario Quezada',TOL,0.0,1.0,93.0,847.0,12.0,11.0,12.0,10.0,0.0,0.967741935483871,1.2750885478158205,1.062573789846517
b'Nicol?s Leguizam?n',COL,3.0,9.0,355.0,1431.0,24.0,31.0,21.0,22.0,0.7605633802816901,2.2816901408450705,1.320754716981132,1.3836477987421383
b'Roderick Miller',NAL,1.0,0.0,32.0,1763.0,34.0,8.0,33.0,8.0,2.8125,0.0,1.6846284741917186,0.4083947816222348
b'Jean Meneses',UdeC,2.0,3.0,183.0,6.0,2.0,3.0,0.0,0.0,0.9836065573770492,1.4754098360655739,0.0,0.0
b'Franklin Lucena',Deportivo La,6.0,4.0,474.0,188.0,8.0,9.0,2.0,5.0,1.139240506329114,0.759493670886076,0.9574468085106383,2.393617021276596
b'Mat?as Fissore',SMSJ,23.0,20.0,1509.0,302.0,25.0,25.0,2.0,5.0,1.371769383697813,1.1928429423459244,0.5960264900662252,1.490066225165563
b'Jonathan Silva',CABJ,20.0,14.0,1708.0,1292.0,42.0,29.0,22.0,15.0,1.053864168618267,0.7377049180327869,1.5325077399380804,1.0448916408668731
b'Cristian Lucchetti',TUC,27.0,25.0,1694.0,95.0,28.0,25.0,1.0,0.0,1.4344746162927982,1.3282172373081464,0.9473684210526315,0.0
b'V?ctor L?pez',RAF,11.0,14.0,1259.0,533.0,16.0,32.0,5.0,18.0,0.7863383637807784,1.0007942811755361,0.8442776735459663,3.0393996247654784
b'Lucas Robertone',VEL,2.0,1.0,78.0,1808.0,22.0,26.0,20.0,25.0,2.3076923076923075,1.1538461538461537,0.995575221238938,1.2444690265486726
b'Hern?n Lamberti',ALDO,18.0,18.0,1084.0,812.0,20.0,32.0,2.0,14.0,1.4944649446494465,1.4944649446494465,0.22167487684729065,1.5517241379310345
b'M?ximo Banguera',BAR,2.0,2.0,189.0,0.0,2.0,2.0,0.0,0.0,0.9523809523809523,0.9523809523809523,0.0,0.0
b'Gulfran Tamara',JUN,5.0,2.0,188.0,284.0,8.0,3.0,3.0,1.0,2.393617021276596,0.9574468085106383,0.9507042253521126,0.31690140845070425
b'H?ctor Luis Cuevas',SARM,0.0,1.0,27.0,1864.0,12.0,19.0,12.0,18.0,0.0,3.3333333333333335,0.5793991416309013,0.869098712446352
b'Rafael Lima',Chapecoense ,0.0,1.0,94.0,187.0,3.0,2.0,3.0,1.0,0.0,0.9574468085106383,1.4438502673796791,0.48128342245989303
b'Z? Roberto',PAL,7.0,7.0,415.0,155.0,11.0,8.0,4.0,1.0,1.5180722891566265,1.5180722891566265,2.3225806451612905,0.5806451612903226
b'Rodrigo Tapia',SL,2.0,2.0,93.0,2734.0,41.0,34.0,39.0,32.0,1.935483870967742,1.935483870967742,1.2838332114118507,1.0534016093635699
b'Mariano Brau',Oriente,0.0,3.0,93.0,0.0,0.0,3.0,0.0,0.0,0.0,2.903225806451613,0.0,0.0
b'Ezequiel Montagna',SMSJ,19.0,16.0,904.0,907.0,25.0,25.0,6.0,9.0,1.8915929203539823,1.592920353982301,0.5953693495038589,0.8930540242557883
b'Juan Cobo',ARGJ,10.0,19.0,867.0,636.0,11.0,26.0,1.0,7.0,1.0380622837370241,1.972318339100346,0.14150943396226415,0.9905660377358491
b'Jorge Figal',OBB,18.0,21.0,2074.0,-187.0,14.0,21.0,-4.0,0.0,0.781099324975892,0.9112825458052073,1.9251336898395721,-0.0
b'Mauricio Arboleda',BAN,1.0,1.0,95.0,1975.0,22.0,29.0,21.0,28.0,0.9473684210526315,0.9473684210526315,0.9569620253164557,1.2759493670886075
b'Yeimar G?mez',ARS,2.0,4.0,143.0,1646.0,23.0,19.0,21.0,15.0,1.2587412587412588,2.5174825174825175,1.1482381530984205,0.8201701093560145
b'Gonzales-Vigil',DMU,0.0,6.0,184.0,0.0,0.0,6.0,0.0,0.0,0.0,2.9347826086956523,0.0,0.0
b'Cristian Erbes',CABJ,8.0,3.0,316.0,2684.0,42.0,29.0,34.0,26.0,2.278481012658228,0.8544303797468354,1.1400894187779433,0.8718330849478391
b'Mat?as Aguirregaray',EST,3.0,10.0,751.0,1414.0,36.0,13.0,33.0,3.0,0.3595206391478029,1.1984021304926764,2.1004243281471005,0.19094766619519093
b'Antonio R?os',TOL,12.0,9.0,633.0,307.0,12.0,11.0,0.0,2.0,1.7061611374407584,1.2796208530805686,0.0,0.5863192182410424
b'Alexander S?nchez',MGR,2.0,8.0,233.0,330.0,2.0,12.0,0.0,4.0,0.7725321888412017,3.0901287553648067,0.0,1.0909090909090908
b'Edison Javier Carcel?n',Aucas,2.0,2.0,173.0,14.0,2.0,2.0,0.0,0.0,1.0404624277456647,1.0404624277456647,0.0,0.0
b'Federico Pintos',River Plate,2.0,4.0,108.0,550.0,6.0,14.0,4.0,10.0,1.6666666666666667,3.3333333333333335,0.6545454545454545,1.6363636363636365
b'Matheus Biteco',Chapecoense ,0.0,1.0,188.0,93.0,3.0,2.0,3.0,1.0,0.0,0.4787234042553192,2.903225806451613,0.967741935483871
b'Leandro Diaz',HUR,0.0,1.0,52.0,2695.0,33.0,31.0,33.0,30.0,0.0,1.7307692307692308,1.1020408163265305,1.0018552875695732
b'Marco Bognino',RAF,1.0,0.0,201.0,1591.0,16.0,32.0,15.0,32.0,0.44776119402985076,0.0,0.8485229415461973,1.8101822752985544
b'Juan Govea',TUC,8.0,5.0,253.0,1536.0,28.0,25.0,20.0,20.0,2.8458498023715415,1.7786561264822134,1.171875,1.171875
b'Marcelo Ca?ete',Libertad,0.0,4.0,132.0,54.0,0.0,4.0,0.0,0.0,0.0,2.727272727272727,0.0,0.0
b'Renzo Vera',CAP,1.0,5.0,379.0,1518.0,20.0,28.0,19.0,23.0,0.23746701846965698,1.187335092348285,1.1264822134387351,1.3636363636363635
b'Jos? G?mez',LAN,30.0,11.0,1848.0,314.0,33.0,14.0,3.0,3.0,1.4610389610389611,0.5357142857142857,0.8598726114649682,0.8598726114649682
b'Pedro Guti?rrez',DMU,0.0,5.0,115.0,69.0,0.0,6.0,0.0,1.0,0.0,3.9130434782608696,0.0,1.3043478260869565
b'Rodrigo De Ciancio',SL,1.0,1.0,94.0,2733.0,41.0,34.0,40.0,33.0,0.9574468085106383,0.9574468085106383,1.3172338090010978,1.0867178924259056
b'Bressan',Gremio,2.0,2.0,342.0,406.0,10.0,10.0,8.0,8.0,0.5263157894736842,0.5263157894736842,1.7733990147783252,1.7733990147783252
b'Mat?as Ib??ez',LAN,3.0,8.0,471.0,1691.0,33.0,14.0,30.0,6.0,0.5732484076433121,1.5286624203821657,1.5966883500887048,0.319337670017741
b'German Mandarino',HUR,1.0,0.0,61.0,2686.0,33.0,31.0,32.0,31.0,1.4754098360655739,0.0,1.0722263588979897,1.0387192851824274
b'Ricardo Noir',RAC,22.0,27.0,973.0,1754.0,49.0,37.0,27.0,10.0,2.034943473792395,2.49743062692703,1.3854047890535919,0.5131128848346637
b'Facundo Oreja',GLP,20.0,19.0,1586.0,197.0,21.0,20.0,1.0,1.0,1.1349306431273645,1.0781841109709962,0.45685279187817257,0.45685279187817257
b'Mariano Pavone',VEL,16.0,16.0,1241.0,645.0,22.0,26.0,6.0,10.0,1.160354552780016,1.160354552780016,0.8372093023255814,1.3953488372093024
b'Junior Alonso',Cerro Porteñ,17.0,13.0,1107.0,25.0,17.0,13.0,0.0,0.0,1.3821138211382114,1.056910569105691,0.0,0.0
b'Antonio Bareiro',Libertad,0.0,4.0,186.0,0.0,0.0,4.0,0.0,0.0,0.0,1.935483870967742,0.0,0.0
b'Ignacio Cacheiro',SARM,3.0,3.0,130.0,1761.0,12.0,19.0,9.0,16.0,2.076923076923077,2.076923076923077,0.4599659284497445,0.817717206132879
b'Thiego',Chapecoense ,3.0,1.0,187.0,94.0,3.0,2.0,0.0,1.0,1.4438502673796791,0.48128342245989303,0.0,0.9574468085106383
b'Maximiliano Caire',SARM,11.0,21.0,1414.0,477.0,12.0,19.0,1.0,-2.0,0.7001414427157001,1.3366336633663367,0.18867924528301888,-0.37735849056603776
b'Lautaro Gianetti',VEL,19.0,23.0,1556.0,330.0,22.0,26.0,3.0,3.0,1.0989717223650386,1.3303341902313626,0.8181818181818182,0.8181818181818182
b'Felipe',COR,10.0,6.0,660.0,91.0,16.0,6.0,6.0,0.0,1.3636363636363635,0.8181818181818182,5.934065934065934,0.0
b'Joaqu?n Laso',ARGJ,6.0,12.0,908.0,595.0,11.0,26.0,5.0,14.0,0.5947136563876652,1.1894273127753303,0.7563025210084033,2.1176470588235294
b'Gonzalo D?az',VEL,3.0,7.0,320.0,1566.0,22.0,26.0,19.0,19.0,0.84375,1.96875,1.0919540229885059,1.0919540229885059
b'Lucas Di Yorio',ALDO,2.0,1.0,41.0,1855.0,20.0,32.0,18.0,31.0,4.390243902439025,2.1951219512195124,0.8733153638814016,1.5040431266846361
b'Daniel Mancini',NOB,7.0,11.0,486.0,1393.0,22.0,23.0,15.0,12.0,1.2962962962962963,2.037037037037037,0.9691313711414213,0.7753050969131371
b'Miguel Escalona',Cobresal,1.0,4.0,190.0,280.0,2.0,15.0,1.0,11.0,0.47368421052631576,1.894736842105263,0.32142857142857145,3.5357142857142856
b'Gonzalo Escobar',TEMP,4.0,7.0,565.0,1324.0,16.0,26.0,12.0,19.0,0.6371681415929203,1.1150442477876106,0.8157099697885196,1.2915407854984895
b'Luciano',COR,8.0,0.0,169.0,582.0,16.0,6.0,8.0,6.0,4.260355029585799,0.0,1.2371134020618557,0.9278350515463918
b'Fernando Miguel',ECV,2.0,2.0,188.0,0.0,2.0,2.0,0.0,0.0,0.9574468085106383,0.9574468085106383,0.0,0.0
b'Salom?n Libman',CVL,0.0,1.0,95.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0
b'Renato',Figueirense,1.0,3.0,65.0,136.0,5.0,5.0,4.0,2.0,1.3846153846153846,4.153846153846154,2.6470588235294117,1.3235294117647058
b'Leonardo Di Lorenzo',TEMP,14.0,15.0,1033.0,856.0,16.0,26.0,2.0,11.0,1.2197483059051306,1.3068731848983544,0.2102803738317757,1.1565420560747663
b'Jorge Vel?zquez',BEL,22.0,23.0,1579.0,586.0,25.0,29.0,3.0,6.0,1.2539582013932868,1.3109563014566181,0.46075085324232085,0.9215017064846417
b'Rodrigo Costa',COR,13.0,5.0,514.0,237.0,16.0,6.0,3.0,1.0,2.2762645914396886,0.8754863813229572,1.139240506329114,0.379746835443038
b'Camilo Mayada',CARP,26.0,18.0,1227.0,1415.0,46.0,33.0,20.0,15.0,1.9070904645476772,1.3202933985330074,1.2720848056537102,0.9540636042402827
b'Luis Marteli',Strongest,3.0,9.0,343.0,228.0,6.0,11.0,3.0,2.0,0.7871720116618076,2.361516034985423,1.1842105263157894,0.7894736842105263
b'Dar?o Melo',Palestino,7.0,3.0,471.0,0.0,7.0,3.0,0.0,0.0,1.3375796178343948,0.5732484076433121,0.0,0.0
b'Pablo Barrientos',SL,11.0,16.0,781.0,2046.0,41.0,34.0,30.0,18.0,1.267605633802817,1.8437900128040974,1.3196480938416422,0.7917888563049853
b'Daniel Chavez',CVL,0.0,1.0,15.0,80.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
b'Rodrigo Bra?a',QUI,23.0,23.0,1318.0,563.0,24.0,38.0,1.0,15.0,1.5705614567526556,1.5705614567526556,0.15985790408525755,2.3978685612788633
b'Oscar Baldomar Roca',Bolívar,0.0,2.0,94.0,846.0,14.0,14.0,14.0,12.0,0.0,1.9148936170212767,1.4893617021276595,1.2765957446808511
b'Kevin Salazar',SFE,0.0,0.0,12.0,742.0,11.0,4.0,11.0,4.0,0.0,0.0,1.3342318059299192,0.48517520215633425
b'Blas D?az',Sol de Améri,1.0,1.0,88.0,385.0,5.0,4.0,4.0,3.0,1.0227272727272727,1.0227272727272727,0.935064935064935,0.7012987012987013
b'Mauricio Asenjo',BAN,3.0,7.0,278.0,1792.0,22.0,29.0,19.0,22.0,0.9712230215827338,2.2661870503597124,0.9542410714285714,1.1049107142857142
b'Luis Luis Espino',Nacional,10.0,10.0,944.0,0.0,10.0,10.0,0.0,0.0,0.9533898305084746,0.9533898305084746,0.0,0.0
b'Lucas',PAL,5.0,5.0,382.0,188.0,11.0,8.0,6.0,3.0,1.1780104712041886,1.1780104712041886,2.872340425531915,1.4361702127659575
b'Sergio Gonz?lez',LAN,0.0,0.0,5.0,2157.0,33.0,14.0,33.0,14.0,0.0,0.0,1.376912378303199,0.5841446453407511
b'Ijiel Cesar Protti',ROS,1.0,4.0,293.0,2552.0,38.0,29.0,37.0,25.0,0.30716723549488056,1.2286689419795223,1.304858934169279,0.8816614420062696
b'Yeferson Soteldo',Zamora,2.0,4.0,377.0,0.0,2.0,4.0,0.0,0.0,0.47745358090185674,0.9549071618037135,0.0,0.0
b'Gabriel Alan?s',BEL,5.0,8.0,354.0,1811.0,25.0,29.0,20.0,21.0,1.271186440677966,2.0338983050847457,0.9939260077305356,1.0436223081170624
b'Jonny Uchuari',Independient,7.0,7.0,338.0,1079.0,19.0,14.0,12.0,7.0,1.863905325443787,1.863905325443787,1.0009267840593141,0.5838739573679332
b'John Hern?ndez',DIM,7.0,1.0,328.0,142.0,7.0,3.0,0.0,2.0,1.920731707317073,0.27439024390243905,0.0,1.267605633802817
b'Brian Montenegro',LAN,1.0,1.0,239.0,1923.0,33.0,14.0,32.0,13.0,0.37656903765690375,0.37656903765690375,1.497659906396256,0.608424336973479
b'Gustavo Bou',RAC,30.0,19.0,1100.0,1627.0,49.0,37.0,19.0,18.0,2.4545454545454546,1.5545454545454545,1.0510141364474492,0.9956976029502151
b'Roosevelt Esteban Oyola',BAR,1.0,1.0,83.0,106.0,2.0,2.0,1.0,1.0,1.0843373493975903,1.0843373493975903,0.8490566037735849,0.8490566037735849
b'Lihue Prichoda',BAN,3.0,2.0,132.0,1938.0,22.0,29.0,19.0,27.0,2.0454545454545454,1.3636363636363635,0.8823529411764706,1.2538699690402477
b'Julio Angulo',HUR,19.0,16.0,1305.0,1442.0,33.0,31.0,14.0,15.0,1.3103448275862069,1.103448275862069,0.8737864077669902,0.9361997226074896
b'Luc?o',PAU,6.0,1.0,222.0,1013.0,20.0,14.0,14.0,13.0,2.4324324324324325,0.40540540540540543,1.2438302073050345,1.154985192497532
b'Nehu?n Paz',NOB,6.0,8.0,906.0,973.0,22.0,23.0,16.0,15.0,0.5960264900662252,0.7947019867549668,1.4799588900308325,1.3874614594039054
b'Cristi?n D?jome',NAL,1.0,0.0,6.0,1789.0,34.0,8.0,33.0,8.0,15.0,0.0,1.660145332588038,0.4024594745667971
b'Marcelo Guzm?n',CAP,18.0,22.0,1291.0,606.0,20.0,28.0,2.0,6.0,1.254841208365608,1.5336948102246322,0.297029702970297,0.8910891089108911
b'Carlos Neumann',Strongest,3.0,3.0,191.0,380.0,6.0,11.0,3.0,8.0,1.4136125654450262,1.4136125654450262,0.7105263157894737,1.894736842105263
b'Luiyi Erazo',Trujillanos,7.0,17.0,563.0,0.0,7.0,17.0,0.0,0.0,1.119005328596803,2.717584369449378,0.0,0.0
b'Gabriel Suazo',Colo Colo,0.0,0.0,85.0,476.0,4.0,5.0,4.0,5.0,0.0,0.0,0.7563025210084033,0.9453781512605042
b'Pablo P?rez',CABJ,26.0,18.0,1796.0,1204.0,42.0,29.0,16.0,11.0,1.3028953229398663,0.9020044543429844,1.196013289036545,0.8222591362126246
b'Agust?n Ale Perego',River Plate,4.0,9.0,470.0,188.0,6.0,14.0,2.0,5.0,0.7659574468085106,1.7234042553191489,0.9574468085106383,2.393617021276596
b'Alejandro Donatti',ROS,37.0,25.0,2193.0,652.0,38.0,29.0,1.0,4.0,1.518467852257182,1.0259917920656634,0.13803680981595093,0.5521472392638037
b'Tom?s Andrade',CARP,6.0,3.0,206.0,2436.0,46.0,33.0,40.0,30.0,2.621359223300971,1.3106796116504855,1.477832512315271,1.1083743842364533
b'Juan Pati?o',Guaraní,2.0,1.0,96.0,0.0,2.0,1.0,0.0,0.0,1.875,0.9375,0.0,0.0
